-250	-350	0	0.809163
-250	-345.455	0	0.812386
-250	-340.909	0	0.815263
-250	-336.364	0	0.817774
-250	-331.818	0	0.819903
-250	-327.273	0	0.821632
-250	-322.727	0	0.822944
-250	-318.182	0	0.823825
-250	-313.636	0	0.824259
-250	-309.091	0	0.824234
-250	-304.545	0	0.823737
-250	-300	0	0.822758
-250	-295.455	0	0.821287
-250	-290.909	0	0.819318
-250	-286.364	0	0.816845
-250	-281.818	0	0.813864
-250	-277.273	0	0.810374
-250	-272.727	0	0.806375
-250	-268.182	0	0.80187
-250	-263.636	0	0.796864
-250	-259.091	0	0.791362
-250	-254.545	0	0.785375
-250	-250	0	0.778914
-250	-245.455	0	0.77199
-250	-240.909	0	0.76462
-250	-236.364	0	0.75682
-250	-231.818	0	0.748608
-250	-227.273	0	0.740005
-250	-222.727	0	0.731032
-250	-218.182	0	0.721713
-250	-213.636	0	0.712071
-250	-209.091	0	0.70213
-250	-204.545	0	0.691918
-250	-200	0	0.68146
-250	-195.455	0	0.670783
-250	-190.909	0	0.659914
-250	-186.364	0	0.648881
-250	-181.818	0	0.637709
-250	-177.273	0	0.626425
-250	-172.727	0	0.615057
-250	-168.182	0	0.603629
-250	-163.636	0	0.592166
-250	-159.091	0	0.580693
-250	-154.545	0	0.569234
-250	-150	0	0.557809
-250	-145.455	0	0.546441
-250	-140.909	0	0.53515
-250	-136.364	0	0.523954
-250	-131.818	0	0.512872
-250	-127.273	0	0.50192
-250	-122.727	0	0.50192
-250	-118.182	0	0.512872
-250	-113.636	0	0.523954
-250	-109.091	0	0.53515
-250	-104.545	0	0.546441
-250	-100	0	0.557809
-250	-95.4545	0	0.569234
-250	-90.9091	0	0.580693
-250	-86.3636	0	0.592166
-250	-81.8182	0	0.603629
-250	-77.2727	0	0.615057
-250	-72.7273	0	0.626425
-250	-68.1818	0	0.637709
-250	-63.6364	0	0.648881
-250	-59.0909	0	0.659914
-250	-54.5455	0	0.670783
-250	-50	0	0.68146
-250	-45.4545	0	0.691918
-250	-40.9091	0	0.70213
-250	-36.3636	0	0.712071
-250	-31.8182	0	0.721713
-250	-27.2727	0	0.731032
-250	-22.7273	0	0.740005
-250	-18.1818	0	0.748608
-250	-13.6364	0	0.75682
-250	-9.09091	0	0.76462
-250	-4.54545	0	0.77199
-250	-1.59872e-14	0	0.778914
-250	4.54545	0	0.785375
-250	9.09091	0	0.791362
-250	13.6364	0	0.796864
-250	18.1818	0	0.80187
-250	22.7273	0	0.806375
-250	27.2727	0	0.810374
-250	31.8182	0	0.813864
-250	36.3636	0	0.816845
-250	40.9091	0	0.819318
-250	45.4545	0	0.821287
-250	50	0	0.822758
-250	54.5455	0	0.823737
-250	59.0909	0	0.824234
-250	63.6364	0	0.824259
-250	68.1818	0	0.823825
-250	72.7273	0	0.822944
-250	77.2727	0	0.821632
-250	81.8182	0	0.819903
-250	86.3636	0	0.817774
-250	90.9091	0	0.815263
-250	95.4545	0	0.812386
-250	100	0	0.809163
-237.374	-350	0	0.853247
-237.374	-345.455	0	0.857384
-237.374	-340.909	0	0.861135
-237.374	-336.364	0	0.864476
-237.374	-331.818	0	0.867385
-237.374	-327.273	0	0.86984
-237.374	-322.727	0	0.871818
-237.374	-318.182	0	0.8733
-237.374	-313.636	0	0.874265
-237.374	-309.091	0	0.874696
-237.374	-304.545	0	0.874576
-237.374	-300	0	0.873891
-237.374	-295.455	0	0.872627
-237.374	-290.909	0	0.870774
-237.374	-286.364	0	0.868324
-237.374	-281.818	0	0.865271
-237.374	-277.273	0	0.861612
-237.374	-272.727	0	0.857345
-237.374	-268.182	0	0.852473
-237.374	-263.636	0	0.847001
-237.374	-259.091	0	0.840937
-237.374	-254.545	0	0.83429
-237.374	-250	0	0.827075
-237.374	-245.455	0	0.819306
-237.374	-240.909	0	0.811003
-237.374	-236.364	0	0.802186
-237.374	-231.818	0	0.792879
-237.374	-227.273	0	0.783106
-237.374	-222.727	0	0.772895
-237.374	-218.182	0	0.762274
-237.374	-213.636	0	0.751274
-237.374	-209.091	0	0.739927
-237.374	-204.545	0	0.728263
-237.374	-200	0	0.716318
-237.374	-195.455	0	0.704123
-237.374	-190.909	0	0.691713
-237.374	-186.364	0	0.679121
-237.374	-181.818	0	0.666381
-237.374	-177.273	0	0.653525
-237.374	-172.727	0	0.640586
-237.374	-168.182	0	0.627596
-237.374	-163.636	0	0.614583
-237.374	-159.091	0	0.601579
-237.374	-154.545	0	0.58861
-237.374	-150	0	0.575704
-237.374	-145.455	0	0.562884
-237.374	-140.909	0	0.550176
-237.374	-136.364	0	0.537602
-237.374	-131.818	0	0.52518
-237.374	-127.273	0	0.512931
-237.374	-122.727	0	0.512931
-237.374	-118.182	0	0.52518
-237.374	-113.636	0	0.537602
-237.374	-109.091	0	0.550176
-237.374	-104.545	0	0.562884
-237.374	-100	0	0.575704
-237.374	-95.4545	0	0.58861
-237.374	-90.9091	0	0.601579
-237.374	-86.3636	0	0.614583
-237.374	-81.8182	0	0.627596
-237.374	-77.2727	0	0.640586
-237.374	-72.7273	0	0.653525
-237.374	-68.1818	0	0.666381
-237.374	-63.6364	0	0.679121
-237.374	-59.0909	0	0.691713
-237.374	-54.5455	0	0.704123
-237.374	-50	0	0.716318
-237.374	-45.4545	0	0.728263
-237.374	-40.9091	0	0.739927
-237.374	-36.3636	0	0.751274
-237.374	-31.8182	0	0.762274
-237.374	-27.2727	0	0.772895
-237.374	-22.7273	0	0.783106
-237.374	-18.1818	0	0.792879
-237.374	-13.6364	0	0.802186
-237.374	-9.09091	0	0.811003
-237.374	-4.54545	0	0.819306
-237.374	-1.59872e-14	0	0.827075
-237.374	4.54545	0	0.83429
-237.374	9.09091	0	0.840937
-237.374	13.6364	0	0.847001
-237.374	18.1818	0	0.852473
-237.374	22.7273	0	0.857345
-237.374	27.2727	0	0.861612
-237.374	31.8182	0	0.865271
-237.374	36.3636	0	0.868324
-237.374	40.9091	0	0.870774
-237.374	45.4545	0	0.872627
-237.374	50	0	0.873891
-237.374	54.5455	0	0.874576
-237.374	59.0909	0	0.874696
-237.374	63.6364	0	0.874265
-237.374	68.1818	0	0.8733
-237.374	72.7273	0	0.871818
-237.374	77.2727	0	0.86984
-237.374	81.8182	0	0.867385
-237.374	86.3636	0	0.864476
-237.374	90.9091	0	0.861135
-237.374	95.4545	0	0.857384
-237.374	100	0	0.853247
-224.747	-350	0	0.902499
-224.747	-345.455	0	0.907796
-224.747	-340.909	0	0.912665
-224.747	-336.364	0	0.917076
-224.747	-331.818	0	0.921
-224.747	-327.273	0	0.924408
-224.747	-322.727	0	0.92727
-224.747	-318.182	0	0.929559
-224.747	-313.636	0	0.93125
-224.747	-309.091	0	0.932317
-224.747	-304.545	0	0.932738
-224.747	-300	0	0.932492
-224.747	-295.455	0	0.931561
-224.747	-290.909	0	0.929929
-224.747	-286.364	0	0.927585
-224.747	-281.818	0	0.924517
-224.747	-277.273	0	0.920721
-224.747	-272.727	0	0.916194
-224.747	-268.182	0	0.910937
-224.747	-263.636	0	0.904955
-224.747	-259.091	0	0.898256
-224.747	-254.545	0	0.890853
